artist,artistLabel,nationalityLabel,citizenshipLabel,genderLabel,birthDate,deathDate,birthPlaceLabel,deathPlaceLabel,movementLabel,occupationLabel,paintingSchoolLabel,influencedByLabel,influencedOnLabel,pupilsLabel,teachersLabel,friendsLabel
http://www.wikidata.org/entity/Q1028749,Christian Friedrich Zincke,Germany,Germany,male,"['1683-01-01T00:00:00Z', '1685-01-01T00:00:00Z']",1767-03-24T00:00:00Z,Dresden,Lambeth,nan,"['artist', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10289122,Geraldo de Barros,Brazil,Brazil,male,1923-02-27T00:00:00Z,1998-04-17T00:00:00Z,"['Chavantes', 'São Paulo']",São Paulo,nan,"['typographer', 'photographer', 'painter', 'designer']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10292722,Guido Viaro,Brazil,Brazil,male,1897-01-01T00:00:00Z,1971-01-01T00:00:00Z,Badia Polesine,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10293097,Gustavo Dall'Ara,Brazil,Brazil,male,1865-12-22T00:00:00Z,1923-08-29T00:00:00Z,Rovigo,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10294726,Henrique Cavalleiro,Brazil,Brazil,male,1892-01-01T00:00:00Z,1975-08-25T00:00:00Z,Rio de Janeiro,nan,nan,"['painter', 'teacher']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10294781,Henrique José da Silva,Kingdom of Portugal,Kingdom of Portugal,male,1772-01-01T00:00:00Z,1834-10-31T00:00:00Z,Lisbon,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1030307,Igor Grabar,"['Soviet Union', 'Russian Empire', 'Cisleithania', 'Russian Socialist Federative Soviet Republic']","['Soviet Union', 'Russian Empire', 'Cisleithania', 'Russian Socialist Federative Soviet Republic']",male,1871-03-25T00:00:00Z,1960-05-16T00:00:00Z,"['Pest', 'Buda']",Moscow,nan,"['museologist', 'art historian', 'architect', 'painter']",nan,nan,nan,"['Aleksandr Grigorevitsj Maksimenko', 'Q111961456']","['Moscow State University', 'Tretyakov Gallery']",nan
http://www.wikidata.org/entity/Q10309209,José Correia de Lima,Brazil,Brazil,male,1814-01-01T00:00:00Z,1857-06-22T00:00:00Z,Rio de Janeiro,Rio de Janeiro,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10310014,José Maria de Medeiros,"['Brazil', 'Portugal', 'Kingdom of Portugal']","['Brazil', 'Portugal', 'Kingdom of Portugal']",male,1849-09-03T00:00:00Z,1925-01-01T00:00:00Z,nan,Rio de Janeiro,nan,"['painter', 'teacher', 'draftsperson']",nan,nan,nan,nan,Federal University of Rio de Janeiro,nan
http://www.wikidata.org/entity/Q10310660,José Wasth Rodrigues,Brazil,Brazil,male,1891-03-19T00:00:00Z,1957-04-21T00:00:00Z,São Paulo,Rio de Janeiro,nan,"['painter', 'historian']",nan,"['Lucien Simon', 'Jean-Paul Laurens', 'Oscar Pereira da Silva']","['Lucien Simon', 'Jean-Paul Laurens', 'Oscar Pereira da Silva']",nan,nan,nan
http://www.wikidata.org/entity/Q10310975,An Jung-sik,nan,nan,male,1861-01-01T00:00:00Z,1919-01-01T00:00:00Z,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10311165,João Batista da Costa,Brazil,Brazil,male,1865-11-24T00:00:00Z,1926-04-20T00:00:00Z,Itaguaí,Rio de Janeiro,nan,"['painter', 'teacher', 'draftsperson']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10316542,Laura Lima,Brazil,Brazil,female,1971-01-01T00:00:00Z,nan,"['Minas Gerais', 'Governador Valadares']",nan,nan,"['installation artist', 'video artist', 'painter', 'performance artist']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10319762,Laureys a Castro,Habsburg Netherlands,Habsburg Netherlands,male,1644-03-20T00:00:00Z,1700-01-01T00:00:00Z,Antwerp,England,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10319937,Lourdes Castro,Portugal,Portugal,female,1930-12-09T00:00:00Z,2022-01-08T00:00:00Z,Funchal,Funchal,nan,"['painter', 'visual artist', 'sculptor']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10325755,Maria Bonomi,Brazil,Brazil,female,1935-07-08T00:00:00Z,nan,Province of Novara,nan,nan,"['graphic artist', 'painter', 'printmaker', 'sculptor']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10330159,Mily Possoz,"['Portugal', 'Kingdom of Portugal']","['Portugal', 'Kingdom of Portugal']",female,1888-01-01T00:00:00Z,1968-01-01T00:00:00Z,Lisbon,Lisbon,nan,"['painter', 'printmaker']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10336739,Nicola Antonio Facchinetti,Brazil,Brazil,male,1824-09-07T00:00:00Z,1900-10-15T00:00:00Z,Treviso,Rio de Janeiro,nan,"['art educator', 'painter', 'draftsperson']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10336852,Nikias Skapinakis,Portugal,Portugal,male,1931-01-01T00:00:00Z,2020-08-26T00:00:00Z,Lisbon,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q103438,Marwan Kassab-Bachi,"['Germany', 'Syria']","['Germany', 'Syria']",male,1934-01-31T00:00:00Z,2016-10-22T00:00:00Z,Damascus,Berlin,nan,"['graphic artist', 'painter', 'university teacher']",nan,nan,nan,nan,Berlin University of the Arts,nan
http://www.wikidata.org/entity/Q10347705,Pedro Peres,Brazil,Brazil,male,1841-01-01T00:00:00Z,1923-01-01T00:00:00Z,Lisbon,Rio de Janeiro,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10363429,Roberto Rodrigues,Brazil,Brazil,male,1906-01-01T00:00:00Z,1929-12-29T00:00:00Z,Recife,Rio de Janeiro,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1038608,Carl Hasenpflug,Kingdom of Prussia,Kingdom of Prussia,male,1802-09-23T00:00:00Z,1858-04-13T00:00:00Z,Berlin,Halberstadt,realism,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10390524,Vieira Lusitano,Kingdom of Portugal,Kingdom of Portugal,male,1699-10-04T00:00:00Z,1783-08-13T00:00:00Z,Lisbon,Lisbon,nan,"['engineer', 'painter', 'printmaker']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1039070,Carl Barth,Germany,Germany,male,1896-06-16T00:00:00Z,1976-12-31T00:00:00Z,Haan,Düsseldorf,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q10393749,Willys de Castro,Brazil,Brazil,male,1926-02-16T00:00:00Z,1988-06-05T00:00:00Z,Uberlândia,São Paulo,nan,"['scenographer', 'costume designer', 'visual artist', 'editor', 'sculptor', 'poet', 'draftsperson', 'painter', 'graphic designer']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1039823,Carl Moser,Austria,Austria,male,1873-01-27T00:00:00Z,1939-07-23T00:00:00Z,Bolzano,Bolzano,nan,"['graphic artist', 'xylographer', 'painter', 'printmaker']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1040950,Carl Wagner,Duchy of Saxe-Meiningen,Duchy of Saxe-Meiningen,male,1796-10-19T00:00:00Z,1867-02-10T00:00:00Z,Roßdorf,Meiningen,nan,"['etcher', 'painter', 'landscape painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1041605,Xavier Mellery,Belgium,Belgium,male,1845-08-09T00:00:00Z,1921-02-04T00:00:00Z,Laeken,Laeken,Symbolism,"['painter', 'visual artist', 'draftsperson']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1042224,Carlo Lasinio,Republic of Venice,Republic of Venice,male,1759-02-10T00:00:00Z,"['1838-03-26T00:00:00Z', '1838-03-29T00:00:00Z']",Treviso,Pisa,nan,"['copper engraver', 'painter', 'visual artist', 'printmaker']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1042763,Carlos Botelho,Portugal,Portugal,male,1899-09-18T00:00:00Z,1982-08-18T00:00:00Z,Lisbon,Lisbon,nan,"['caricaturist', 'painter', 'illustrator']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1042835,Carlos Cruz-Diez,"['Venezuela', 'France']","['Venezuela', 'France']",male,1923-08-17T00:00:00Z,2019-07-27T00:00:00Z,Caracas,Neuilly-sur-Seine,"['abstract art', 'op art', 'kinetic art']","['installation artist', 'sculptor', 'light artist', 'painter', 'serigrapher', 'jewelry designer']",nan,"['Josef Albers', 'Georges Seurat']","['Josef Albers', 'Georges Seurat']",nan,Central University of Venezuela,nan
http://www.wikidata.org/entity/Q1042892,James Barry,"['Kingdom of Ireland', 'United Kingdom of Great Britain and Ireland']","['Kingdom of Ireland', 'United Kingdom of Great Britain and Ireland']",male,1741-10-11T00:00:00Z,1806-02-22T00:00:00Z,Cork,London,nan,"['painter', 'printmaker']",nan,nan,nan,William Blake,nan,nan
http://www.wikidata.org/entity/Q1043110,Carlos Orozco Romero,Mexico,Mexico,male,"['1896-09-03T00:00:00Z', '1898-09-03T00:00:00Z']",1984-03-29T00:00:00Z,Guadalajara,Mexico City,nan,"['cartoonist', 'muralist', 'painter']",nan,nan,nan,Yishai Jusidman,nan,nan
http://www.wikidata.org/entity/Q1043318,Carlos de Haes,"['Spain', 'Belgium']","['Spain', 'Belgium']",male,1826-01-27T00:00:00Z,1898-06-17T00:00:00Z,City of Brussels,Madrid,nan,"['graphic artist', 'artist', 'landscape painter', 'printmaker', 'draftsperson', 'painter', 'university teacher', 'engraver']",nan,nan,nan,"['José de Entrala y Lannoy', 'Serafín Avendaño', 'Nicanor Piñole', 'Eugenio Arruti González-Pola', 'Nicolás Alfaro y Brieva', 'Ceferino Araujo', 'Juan Espina y Capo', 'Jaume Morera i Galícia', 'Enric Casanovas Astorza', 'Darío de Regoyos', 'José Martínez Zapata']",nan,nan
http://www.wikidata.org/entity/Q104387720,Daniel Bérard,France,France,male,1848-01-01T00:00:00Z,1910-06-05T00:00:00Z,Rio de Janeiro,Maceió,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104628362,Rasmus Larsen,Kingdom of Denmark,Kingdom of Denmark,male,1867-04-24T00:00:00Z,1950-02-24T00:00:00Z,Majbølle Parish,Copenhagen,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104629420,David Scott,nan,nan,nan,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104629456,David Scott,nan,nan,male,1804-01-01T00:00:00Z,1881-01-01T00:00:00Z,Mumbai,Paddington,nan,"['winegrower', 'painter', 'military officer']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104711871,William Parker,nan,nan,male,1946-01-01T00:00:00Z,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104712121,William Parker,United Kingdom,United Kingdom,male,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104712712,Giovanni Bellini,nan,nan,male,1812-07-10T00:00:00Z,1871-01-01T00:00:00Z,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104774778,Mariojosé Ángeles,Dominican Republic,Dominican Republic,male,1965-03-22T00:00:00Z,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104794493,Muller,nan,nan,nan,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q104884,Caspar David Friedrich,"['Kingdom of Prussia', 'Sweden']","['Kingdom of Prussia', 'Sweden']",male,1774-09-05T00:00:00Z,1840-05-07T00:00:00Z,Greifswald,Dresden,German Romanticism,"['watercolorist', 'landscape painter', 'architectural draftsperson', 'draftsperson', 'printmaker', 'sculptor', 'painter']",nan,nan,nan,nan,Dresden Academy of Fine Arts,nan
http://www.wikidata.org/entity/Q1049934,Isaac Oliver,France,France,male,1556-01-01T00:00:00Z,1617-10-02T00:00:00Z,Rouen,London,nan,"['watercolorist', 'designer', 'draftsperson', 'painter', 'miniature painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1052263,Sinibaldo Scorza,Duchy of Savoy,Duchy of Savoy,male,1589-07-16T00:00:00Z,1631-04-05T00:00:00Z,Voltaggio,Genoa,nan,"['etcher', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1053152,Macrino d'Alba,nan,nan,male,1460-01-01T00:00:00Z,1520-01-01T00:00:00Z,Alba,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q105320,Berthe Morisot,France,France,female,1841-01-14T00:00:00Z,1895-03-02T00:00:00Z,Bourges,Paris,impressionism,"['artist', 'engraver', 'draftsperson', 'painter', 'lithographer']",nan,"['Stéphane Mallarmé', 'Édouard Manet']","['Stéphane Mallarmé', 'Édouard Manet']",nan,nan,nan
http://www.wikidata.org/entity/Q1054362,Domenico Piola,Italy,Italy,male,1627-01-01T00:00:00Z,1703-04-08T00:00:00Z,Genoa,Genoa,nan,"['painter', 'printmaker']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q105486786,François Joseph Juste Sieurac,France,France,male,1781-01-01T00:00:00Z,"['1832-01-01T00:00:00Z', '1850-01-01T00:00:00Z']",nan,nan,nan,"['lithographer', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1055278,Pál Horti,Hungary,Hungary,male,1865-06-18T00:00:00Z,1907-05-25T00:00:00Z,Pest,Mumbai,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1056484,Tanzio da Varallo,Italy,Italy,male,1575-01-01T00:00:00Z,1633-01-01T00:00:00Z,Alagna Valsesia,Province of Vercelli,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1056504,Vincenzo Cabianca,Kingdom of Italy,Kingdom of Italy,male,1827-06-21T00:00:00Z,1902-03-21T00:00:00Z,Verona,Rome,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1056977,Cesare da Sesto,Germany,Germany,male,1477-01-01T00:00:00Z,1523-08-06T00:00:00Z,Sesto Calende,Milan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1057887,Huang Yong Ping,"[""People's Republic of China"", 'France']","[""People's Republic of China"", 'France']",male,1954-02-19T00:00:00Z,2019-10-19T00:00:00Z,Xiamen,13th arrondissement of Paris,nan,"['installation artist', 'performing artist', 'draftsperson', 'sculptor', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1059376,Ippolito Caffi,Kingdom of Italy,Kingdom of Italy,male,1809-10-16T00:00:00Z,1866-07-20T00:00:00Z,Belluno,Battle of Lissa,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1062517,Giulio Aristide Sartorio,Kingdom of Italy,Kingdom of Italy,male,1860-02-11T00:00:00Z,1932-10-03T00:00:00Z,Rome,Rome,nan,"['medalist', 'sculptor', 'printmaker', 'painter', 'writer', 'film director', 'screenwriter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q106288880,William Collins,nan,nan,male,nan,nan,nan,nan,nan,"['portrait painter', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1063339,Charles Alexandre Lesueur,"['Kingdom of France', 'France']","['Kingdom of France', 'France']",male,1778-01-01T00:00:00Z,1846-12-12T00:00:00Z,Le Havre,Sainte-Adresse,nan,"['naturalist', 'explorer', 'painter', 'curator', 'zoologist']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1063574,Charles Angrand,France,France,male,1854-04-19T00:00:00Z,1926-04-01T00:00:00Z,Criquetot-sur-Ouville,Rouen,"['Symbolism', 'Incoherents', 'pointillism', 'neorealism']","['repetitor', 'painter', 'draftsperson']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1064081,Charles Deas,United States,United States,male,1818-12-22T00:00:00Z,1867-03-23T00:00:00Z,Philadelphia,New York City,nan,painter,nan,George Catlin,George Catlin,nan,nan,nan
http://www.wikidata.org/entity/Q1064977,Xia Chang,Ming dynasty,Ming dynasty,male,1388-01-01T00:00:00Z,1470-01-01T00:00:00Z,Kunshan,nan,nan,"['painter', 'calligrapher', 'politician']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1065281,Charles Lapicque,France,France,male,1898-10-06T00:00:00Z,1988-07-15T00:00:00Z,Theizé,Orsay,School of Paris,"['engineer', 'physicist', 'graphic artist', 'artist', 'painter', 'lithographer']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1065418,Charles Marion Russell,United States,United States,male,1864-03-19T00:00:00Z,1926-10-24T00:00:00Z,St. Louis,Great Falls,American Renaissance,"['painter', 'writer', 'sculptor', 'illustrator']",nan,Frederic Remington,Frederic Remington,nan,nan,nan
http://www.wikidata.org/entity/Q1065524,Andrea Celesti,Republic of Venice,Republic of Venice,male,1637-01-01T00:00:00Z,1712-01-01T00:00:00Z,Venice,"['Venice', 'Toscolano-Maderno']",nan,"['painter', 'draftsperson']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1065673,Charles Nègre,France,France,male,1820-05-09T00:00:00Z,1880-01-16T00:00:00Z,Grasse,Grasse,nan,"['photographer', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1066469,Charles William Mitchell,"['England', 'United Kingdom of Great Britain and Ireland']","['England', 'United Kingdom of Great Britain and Ireland']",male,1854-01-01T00:00:00Z,1903-01-01T00:00:00Z,Newcastle upon Tyne,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1066580,Charles de La Fosse,Kingdom of France,Kingdom of France,male,1636-06-15T00:00:00Z,1716-12-13T00:00:00Z,Paris,Paris,nan,"['painter', 'draftsperson']",nan,nan,nan,"['Antoine Pesne', 'Peter Berchet', 'Charles Parrocel']",nan,nan
http://www.wikidata.org/entity/Q1067301,Charlotte Posenenske,Germany,Germany,female,1930-10-28T00:00:00Z,"['1985-01-10T00:00:00Z', '1985-10-01T00:00:00Z', '1985-10-03T00:00:00Z']",Wiesbaden,Frankfurt,minimalism,"['installation artist', 'artist', 'draftsperson', 'sculptor', 'painter', 'architect']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q106798862,B,nan,nan,nan,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q106851,Hans Memling,"['Germany', 'Habsburg Netherlands']","['Germany', 'Habsburg Netherlands']",male,1435-01-01T00:00:00Z,1494-08-20T00:00:00Z,"['Mainz', 'Seligenstadt']",Bruges,Early Netherlandish painting,"['artist', 'painter', 'visual artist']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q106924462,Robert Burnard,nan,nan,male,1825-01-01T00:00:00Z,1874-01-01T00:00:00Z,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1069608,James Archer,United Kingdom of Great Britain and Ireland,United Kingdom of Great Britain and Ireland,male,1823-06-10T00:00:00Z,1904-09-03T00:00:00Z,Edinburgh,Haslemere,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1071000,Aurelio Luini,Italy,Italy,male,1530-01-01T00:00:00Z,1593-01-01T00:00:00Z,Milan,Milan,nan,"['painter', 'draftsperson']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q107194,George Grosz,"['Germany', 'United States']","['Germany', 'United States']",male,"['1893-07-26T00:00:00Z', '1881-01-01T00:00:00Z']",1959-07-06T00:00:00Z,Berlin,West Berlin,"['Expressionism', 'New Objectivity', 'Dada']","['photographer', 'graphic artist', 'architectural draftsperson', 'draftsperson', 'printmaker', 'illustrator', 'painter', 'writer', 'university teacher', 'lithographer']",nan,nan,nan,nan,Art Students League of New York,nan
http://www.wikidata.org/entity/Q107336636,Jean Richard,nan,nan,nan,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q107412613,Jan Berents,nan,nan,male,1679-12-25T00:00:00Z,1747-01-01T00:00:00Z,Hamburg,The Hague,nan,"['engineer', 'watercolorist', 'draftsperson', 'mathematician', 'painter', 'miniature painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1074290,Paul Gavarni,France,France,male,1804-01-13T00:00:00Z,"['1866-11-24T00:00:00Z', '1866-11-23T00:00:00Z']",Paris,16th arrondissement of Paris,nan,"['graphic artist', 'caricaturist', 'visual artist', 'illustrator', 'draftsperson', 'painter']",nan,nan,nan,nan,Le Charivari,nan
http://www.wikidata.org/entity/Q107456366,John Anderson,United Kingdom,United Kingdom,male,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q107457269,John Morris,United Kingdom of Great Britain and Ireland,United Kingdom of Great Britain and Ireland,male,nan,nan,nan,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q107663687,Jammie Holmes,nan,nan,male,1984-01-01T00:00:00Z,nan,Thibodaux,nan,nan,painter,nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q107675937,Wukun Wanambi,Australia,Australia,male,1962-05-18T00:00:00Z,2022-05-04T00:00:00Z,Arnhem Land,Darwin,nan,"['filmmaker', 'painter', 'curator', 'printmaker']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1077608,Chris Ofili,United Kingdom,United Kingdom,male,1968-10-10T00:00:00Z,nan,Manchester,nan,"['Black Atlantic', 'contemporary art']","['photographer', 'artist', 'visual artist', 'sculptor', 'draftsperson', 'painter']",nan,nan,nan,nan,nan,nan
http://www.wikidata.org/entity/Q1078933,Tróndur Patursson,Kingdom of Denmark,Kingdom of Denmark,male,1944-03-01T00:00:00Z,nan,Kirkjubøur,nan,nan,"['explorer', 'ocean rower', 'artist', 'visual artist', 'sculptor', 'illustrator', 'painter']",nan,nan,nan,nan,nan,nan
